"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
29200-00059,칙칙폭폭,어린이공원,,광주광역시 광산구 우산동 1066-4,35.152618,126.814668,1630.1,,,,,,1980-08-23,광주광역시 광산구,062-960-8712,2021-09-06
29200-00060,별빛,어린이공원,,광주광역시 광산구 우산동 1072-4,35.15254155,126.8115596,1630.2,,,,,,1980-08-23,광주광역시 광산구,062-960-8712,2021-09-06
29200-00061,자유,어린이공원,,광주광역시 광산구 우산동 1076-1,35.1536008,126.8087828,1630.2,,,,,,1980-08-23,광주광역시 광산구,062-960-8712,2021-09-06
29200-00062,용아,어린이공원,,광주광역시 광산구 소촌동 20-1,35.15092091,126.803614,1689.8,,,,,,1980-08-23,광주광역시 광산구,062-960-8712,2021-09-06
29200-00063,다정한,어린이공원,,광주광역시 광산구 신촌동 884-1,35.150216,126.806493,1630,,,,,,1980-08-23,광주광역시 광산구,062-960-8712,2021-09-06
29200-00064,도담,어린이공원,,광주광역시 광산구 월계동 789-1,35.209963,126.834581,2783.6,,,,,,1990-12-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00065,우리들,어린이공원,,광주광역시 광산구 월계동 815-1,35.212541,126.837574,2952.4,,,,,,1990-12-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00066,장고분,어린이공원,,광주광역시 광산구 월계동 824-1,35.212878,126.841022,2397.8,,,,,,1990-12-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00067,산정중앙,어린이공원,,광주광역시 광산구 산정동 969-1,35.16838307,126.8042652,2192,,,,,,1990-06-30,광주광역시 광산구,062-960-8712,2021-09-06
29200-00068,다모아,어린이공원,,광주광역시 광산구 월곡동 520-1,35.17091117,126.8069508,2231,,,,,,1990-06-30,광주광역시 광산구,062-960-8712,2021-09-06
29200-00069,햇살,어린이공원,,광주광역시 광산구 월곡동 503,35.17400451,126.8068776,1689.4,,,,,,1990-06-30,광주광역시 광산구,062-960-8712,2021-09-06
29200-00070,월곡하늘,어린이공원,,광주광역시 광산구 월곡동 608-1,35.16724236,126.8101866,1815,,,,,,1990-06-30,광주광역시 광산구,062-960-8712,2021-09-06
29200-00071,월곡솔밭,어린이공원,,광주광역시 광산구 월곡동 575-10,35.16906946,126.8142921,1736.7,,,,,,1990-06-30,광주광역시 광산구,062-960-8712,2021-09-06
29200-00072,어등,어린이공원,,광주광역시 광산구 우산동 1572-4,35.1648958,126.8082646,5600.2,,,,,,1991-12-26,광주광역시 광산구,062-960-8712,2021-09-06
29200-00073,수랑,어린이공원,,광주광역시 광산구 우산동 1602-1,35.1590708,126.8046124,8300.3,,,,,,1991-12-26,광주광역시 광산구,062-960-8712,2021-09-06
29200-00074,서작,어린이공원,,광주광역시 광산구 우산동 1590-1,35.15900541,126.8111189,1600,,,,,,1991-12-26,광주광역시 광산구,062-960-8712,2021-09-06
29200-00075,빛뫼,어린이공원,,광주광역시 광산구 비아동 667-1,35.22364515,126.8194491,1500.7,,,,,,1990-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00076,꽃밭등,어린이공원,,광주광역시 광산구 비아동 695-1,35.2219464,126.8190399,2721.9,,,,,,1990-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00077,조형,어린이공원,,광주광역시 광산구 비아동 689-3,35.22077212,126.8173597,1500,,,,,,1990-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00078,아산,어린이공원,,광주광역시 광산구 비아동 699-1,35.22206079,126.8207994,1500.8,,,,,,1990-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00079,비아,어린이공원,,광주광역시 광산구 비아동 710-1,35.22109664,126.8222227,1500.2,,,,,,1990-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00080,도루메,어린이공원,,광주광역시 광산구 도산동 1287-5,35.1305649,126.7887934,1585.7,,,,,,1990-09-04,광주광역시 광산구,062-960-8712,2021-09-06
29200-00081,임방울,어린이공원,,광주광역시 광산구 도산동 1296-1,35.12833815,126.7896111,1500,,,,,,1990-09-04,광주광역시 광산구,062-960-8712,2021-09-06
29200-00082,용동,어린이공원,,광주광역시 광산구 용동 684-1,35.12997258,126.7520881,4480.9,,,,,,1991-06-25,광주광역시 광산구,062-960-8712,2021-09-06
29200-00083,웃음꽃,어린이공원,,광주광역시 광산구 운남동 769-7,35.178146,126.818957,1517.4,,,,,,1993-07-28,광주광역시 광산구,062-960-8712,2021-09-06
29200-00084,목련,어린이공원,,광주광역시 광산구 운남동 770-1,35.17626664,126.8195583,3374.8,,,,,,1993-07-28,광주광역시 광산구,062-960-8712,2021-09-06
29200-00085,꿈사랑,어린이공원,,광주광역시 광산구 운남동 771-4,35.177823,126.822172,2486.5,,,,,,1993-07-28,광주광역시 광산구,062-960-8712,2021-09-06
29200-00086,뭉게뭉게,어린이공원,,광주광역시 광산구 운남동 776-5,35.177751,126.826501,1920.5,,,,,,1993-07-28,광주광역시 광산구,062-960-8712,2021-09-06
29200-00087,여울빛,어린이공원,,광주광역시 광산구 운남동 777-4,35.176656,126.8279226,2414.1,,,,,,1993-07-28,광주광역시 광산구,062-960-8712,2021-09-06
29200-00088,가온,어린이공원,,광주광역시 광산구 신가동 961-2,35.185762,126.832012,2302.4,,,,,,1996-10-25,광주광역시 광산구,062-960-8712,2021-09-06
29200-00089,신가,어린이공원,,광주광역시 광산구 신가동 963-5,35.184726,126.832129,2845.9,,,,,,1996-10-25,광주광역시 광산구,062-960-8712,2021-09-06
29200-00090,천사,어린이공원,,광주광역시 광산구 신가동 1004-6,35.184017,126.834517,1534,,,,,,1996-10-25,광주광역시 광산구,062-960-8712,2021-09-06
29200-00091,선광,어린이공원,,광주광역시 광산구 신가동 1009,35.183146,126.836837,1525.7,,,,,,1996-10-25,광주광역시 광산구,062-960-8712,2021-09-06
29200-00092,아람,어린이공원,,광주광역시 광산구 신창동 1108-2,35.186193,126.837449,1643.8,,,,,,1996-10-25,광주광역시 광산구,062-960-8712,2021-09-06
29200-00093,쉼목,어린이공원,,광주광역시 광산구 신가동 981-1,35.187477,126.836785,2962.5,,,,,,1996-10-25,광주광역시 광산구,062-960-8712,2021-09-06
29200-00094,맑은샘,어린이공원,,광주광역시 광산구 월곡동 681-2,35.17877687,126.8106736,1500.1,,,,,,1997-08-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00095,야호숲,어린이공원,,광주광역시 광산구 월곡동 685-2,35.173388,126.810754,1500.3,,,,,,1997-08-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00096,풍영정천,어린이공원,,광주광역시 광산구 운남동 781-2,35.177946,126.814155,1520,,,,,,1997-08-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00097,목련무지개,어린이공원,,광주광역시 광산구 운남동 782-2,35.177823,126.816099,1518,,,,,,1997-08-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00098,방동,어린이공원,,광주광역시 광산구 운남동 794-4,35.173676,126.815965,1500.1,,,,,,1997-08-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00099,기쁨,어린이공원,,광주광역시 광산구 월곡동 702-1,35.170384,126.810641,1505.6,,,,,,1997-08-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00100,라온,어린이공원,,광주광역시 광산구 산월동 882-2,35.211699,126.846961,1556.2,,,,,,2001-12-28,광주광역시 광산구,062-960-8712,2021-09-06
29200-00101,첨단강변,어린이공원,,광주광역시 광산구 산월동 883-3,35.211662,126.850903,1559.3,,,,,,2001-12-28,광주광역시 광산구,062-960-8712,2021-09-06
29200-00102,월봉,어린이공원,,광주광역시 광산구 산월동 886-3,35.208547,126.846934,1559.9,,,,,,2001-12-28,광주광역시 광산구,062-960-8712,2021-09-06
29200-00103,가족,어린이공원,,광주광역시 광산구 신창동 1112,35.199208,126.838183,1592.1,,,,,,2001-04-03,광주광역시 광산구,062-960-8712,2021-09-06
29200-00104,용수,어린이공원,,광주광역시 광산구 신창동 1170,35.19667358,126.8420158,1842.6,,,,,,2001-04-03,광주광역시 광산구,062-960-8712,2021-09-06
29200-00105,생태,어린이공원,,광주광역시 광산구 신창동 1269,35.194018,126.834428,1622.3,,,,,,2001-04-03,광주광역시 광산구,062-960-8712,2021-09-06
29200-00106,솔솔,어린이공원,,광주광역시 광산구 신창동 1231,35.193396,126.838255,1753.4,,,,,,2001-04-03,광주광역시 광산구,062-960-8712,2021-09-06
29200-00107,초록,어린이공원,,광주광역시 광산구 신가동 1031,35.18879978,126.8348971,2000,,,,,,2001-04-03,광주광역시 광산구,062-960-8712,2021-09-06
29200-00108,그린나래,어린이공원,,광주광역시 광산구 신창동 1210-3,35.189082,126.838159,1500.3,,,,,,2001-04-03,광주광역시 광산구,062-960-8712,2021-09-06
29200-00109,풍영,어린이공원,,광주광역시 광산구 신창동 855-22,35.181894,126.837817,1594,,,,,,1992-08-06,광주광역시 광산구,062-960-8712,2021-09-06
29200-00110,새골풀,어린이공원,,광주광역시 광산구 장덕동 1038,35.200794,126.812968,1500.7,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00111,고실,어린이공원,,광주광역시 광산구 장덕동 1099,35.20095765,126.8167095,1764.3,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00112,신완,어린이공원,,광주광역시 광산구 장덕동 1045,35.198243,126.812666,1754.9,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00113,꽃방울,어린이공원,,광주광역시 광산구 장덕동 1117,35.196658,126.818089,1510.8,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00114,잿등,어린이공원,,광주광역시 광산구 장덕동 1325,35.19351637,126.8133526,1500.1,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00115,우주선,어린이공원,,광주광역시 광산구 장덕동 1456,35.19169071,126.813085,1500.3,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00116,보물선,어린이공원,,광주광역시 광산구 장덕동 1168,35.19321426,126.8161999,5999.5,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00117,골옷,어린이공원,,광주광역시 광산구 장덕동 1524,35.189801,126.811749,1500.1,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00118,장덕,어린이공원,,광주광역시 광산구 장덕동 1598,35.187943,126.813749,1554.3,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00119,성덕,어린이공원,,광주광역시 광산구 장덕동 1692,35.188007,126.816605,2110.4,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00120,해님,어린이공원,,광주광역시 광산구 흑석동 520,35.1830806,126.8131322,1605.6,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00121,장자울,어린이공원,,광주광역시 광산구 흑석동 573,35.18122634,126.8104082,1568.4,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00122,버들,어린이공원,,광주광역시 광산구 신가동 1305,35.181622,126.816752,1500.7,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00123,솔빛,어린이공원,,광주광역시 광산구 수완동 912,35.20113352,126.8222179,1500,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00124,수완,어린이공원,,광주광역시 광산구 수완동 925,35.19863049,126.8247116,1500.1,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00125,해솔,어린이공원,,광주광역시 광산구 수완동 969,35.192783,126.824698,1500,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00126,솟대,어린이공원,,광주광역시 광산구 수완동 1299,35.192635,126.831013,2151.9,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00127,동심,어린이공원,,광주광역시 광산구 수완동 1641,35.189306,126.830906,1500,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00128,새터,어린이공원,,광주광역시 광산구 수완동 1706,35.188679,126.830225,1553.4,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00129,은빛,어린이공원,,광주광역시 광산구 수완동 1492,35.186619,126.825886,2517,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00130,아름,어린이공원,,광주광역시 광산구 신가동 1063,35.184825,126.823042,1502,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00131,성곽,어린이공원,,광주광역시 광산구 신가동 1203,35.181145,126.820494,3023.6,,,,,,2004-08-27,광주광역시 광산구,062-960-8712,2021-09-06
29200-00132,한우물,어린이공원,,광주광역시 광산구 하남동 550,35.177846,126.796366,1551.2,,,,,,2004-04-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00133,경암,어린이공원,,광주광역시 광산구 하남동 664,35.178113,126.802568,1535.5,,,,,,2004-04-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00134,따사로움,어린이공원,,광주광역시 광산구 산정동 1025,35.174206,126.799937,1507.3,,,,,,2004-04-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00135,부엉,어린이공원,,광주광역시 광산구 산정동 1058,35.174213,126.801872,1500,,,,,,2004-04-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00136,역산,어린이공원,,광주광역시 광산구 산정동 1121,35.170097,126.800394,2206.7,,,,,,2004-04-12,광주광역시 광산구,062-960-8712,2021-09-06
29200-00137,북두칠성,어린이공원,,광주광역시 광산구 선암동 713,35.147605,126.771664,1639.6,,,,,,2009-07-15,광주광역시 광산구,062-960-8712,2021-09-06
29200-00138,우주,어린이공원,,광주광역시 광산구 선암동 637,35.146378,126.775354,1509.1,,,,,,2006-05-29,광주광역시 광산구,062-960-8712,2021-09-06
29200-00139,무지개,어린이공원,,광주광역시 광산구 선암동 542,35.14657834,126.7786204,1585,,,,,,2006-05-29,광주광역시 광산구,062-960-8712,2021-09-06
29200-00140,풍물,어린이공원,,광주광역시 광산구 선암동 550,35.150298,126.776147,3388.5,,,,,,2006-05-29,광주광역시 광산구,062-960-8712,2021-09-06
29200-00141,도산,어린이공원,,광주광역시 광산구 도산동 1318,,,1591,,,,,,1992-08-06,광주광역시 광산구,062-960-8712,2021-09-06
29200-00142,한밭,어린이공원,,광주광역시 광산구 하남동 1027,,,1523.7,,,,,,2007-02-01,광주광역시 광산구,062-960-8712,2021-09-06
29200-00143,검바우,어린이공원,,광주광역시 광산구 하남동 1157,,,1498.3,,,,,,2007-02-01,광주광역시 광산구,062-960-8712,2021-09-06
